order_id,platform,slug,b_name,vb_name,order_date,transaction_type,payout_id,payout_date,net_payout,lost_sale
006b0f8d-b969-3001-903b-cd92197e28aa,Doordash,sandbox_858928_dd,Whisk & Savor,CulinaCraft Collective,2024-01-26,DELIVERY,360326127,2024-02-01,31.06,0.0
008bb13c-b40a-4261-98cd-74d1431ffc93,Doordash,sandbox_23823250_dd,Delectable Drizzle Diner,EpicureEmpire,2024-01-27,DELIVERY,360195076,2024-02-01,31.17,0.0
008bb13c-b40a-4261-98cd-74d1431ffc93,Doordash,sandbox_23823250_dd,Delectable Drizzle Diner,EpicureEmpire,2024-01-27,ERROR_CHARGE_INACCURATE,360195076,2024-02-01,-7.89,0.0
008fa82d-55c5-4c59-92ff-bb0b66e9fd1d,Doordash,sandbox_69795_dd,Celestial Cuisine Corner,BiteBoulevard Banquet Bistro,2024-01-15,DELIVERY,357257288,2024-01-19,39.71,0.0
008fa82d-55c5-4c59-92ff-bb0b66e9fd1d,Doordash,sandbox_69795_dd,Celestial Cuisine Corner,BiteBoulevard Banquet Bistro,2024-01-15,ERROR_CHARGE_INACCURATE,357257288,2024-01-19,-1.05,0.0
0091ad22-810a-445a-a444-52e4ea05917c,Doordash,sandbox_1534899_dd,Tasty Tranquil Terrace,NoshNectar,2024-01-18,ERROR_CHARGE_INACCURATE,358452345,2024-01-25,-11.0,0.0
0091ad22-810a-445a-a444-52e4ea05917c,Doordash,sandbox_1534899_dd,Tasty Tranquil Terrace,NoshNectar,2024-01-18,DELIVERY,358452345,2024-01-25,11.0,0.0
00bd4573-dd1d-4bf7-bfe6-449a140d759e,Doordash,sandbox_24450764_dd,Gourmet Grains Gazebo,BiteBoulevard Banquet Bliss,2024-01-20,DELIVERY,358766102,2024-01-25,76.42,0.0
00bd4573-dd1d-4bf7-bfe6-449a140d759e,Doordash,sandbox_24450764_dd,Gourmet Grains Gazebo,BiteBoulevard Banquet Bliss,2024-01-20,ADJUSTMENT,358766102,2024-01-25,64.74,0.0
00bd4573-dd1d-4bf7-bfe6-449a140d759e,Doordash,sandbox_24450764_dd,Gourmet Grains Gazebo,BiteBoulevard Banquet Bliss,2024-01-20,ERROR_CHARGE_INACCURATE,358766102,2024-01-25,-64.74,0.0
00e1fa49-fd5c-3001-b1e3-3f9ee2c92b51,Doordash,sandbox_1096970_dd,Culinary Citadel,Culinary Canvas,2024-01-27,ADJUSTMENT,361854218,2024-02-08,3.32,0.0
00e1fa49-fd5c-3001-b1e3-3f9ee2c92b51,Doordash,sandbox_1096970_dd,Culinary Citadel,Culinary Canvas,2024-01-27,DELIVERY,360101346,2024-02-01,9.61,0.0
00e1fa49-fd5c-3001-b1e3-3f9ee2c92b51,Doordash,sandbox_1096970_dd,Culinary Citadel,Culinary Canvas,2024-01-27,ERROR_CHARGE_INACCURATE,360101346,2024-02-01,-3.32,0.0
01334403-64ea-3001-a08e-a1537f32c447,Doordash,sandbox_918133_dd,Urban Umami,SipSculpture,2024-01-26,DELIVERY,360148463,2024-02-01,11.17,0.0
01334403-64ea-3001-a08e-a1537f32c447,Doordash,sandbox_918133_dd,Urban Umami,SipSculpture,2024-01-26,ERROR_CHARGE_INACCURATE,360148463,2024-02-01,-3.73,0.0
0133d24c-ce3a-4500-82f9-c3fd221d9ebc,Doordash,sandbox_23823250_dd,Delectable Drizzle Diner,EpicureEmpire,2024-01-18,DELIVERY,358747537,2024-01-25,14.98,0.0
0133d24c-ce3a-4500-82f9-c3fd221d9ebc,Doordash,sandbox_23823250_dd,Delectable Drizzle Diner,EpicureEmpire,2024-01-18,ERROR_CHARGE_INACCURATE,358747537,2024-01-25,-3.24,0.0
0133db66-a77b-46f3-9780-47e4b82edc27,Doordash,sandbox_911276_dd,Delectable Dunes Dining,SavorSphere Soothe,2024-01-17,ADJUSTMENT,358603176,2024-01-25,40.47,0.0
0133db66-a77b-46f3-9780-47e4b82edc27,Doordash,sandbox_911276_dd,Delectable Dunes Dining,SavorSphere Soothe,2024-01-17,DELIVERY,358603176,2024-01-25,40.49,0.0
01482b20-68c5-4af9-b938-58b565a8e4fe,Doordash,sandbox_23823250_dd,Delectable Drizzle Diner,EpicureEmpire,2024-02-06,ERROR_CHARGE_INACCURATE,PENDING,,-10.15,0.0
01482b20-68c5-4af9-b938-58b565a8e4fe,Doordash,sandbox_23823250_dd,Delectable Drizzle Diner,EpicureEmpire,2024-02-06,DELIVERY,PENDING,,17.41,0.0
016cc541-be92-3001-8783-cdc28341ffbf,Doordash,sandbox_23756203_dd,Whisk & Whimsy,SavorStreet Soothe Supper Sanctuary,2024-02-05,CANCELLED_NOT_PAID,PENDING,,0.0,26.24
01845b70-bffb-3001-a5c5-80f08c06f561,Doordash,sandbox_1272065_dd,Blissful Bites Bistro,SavorSphere Soothe,2024-01-18,DELIVERY,358639623,2024-01-25,20.66,0.0
01845b70-bffb-3001-a5c5-80f08c06f561,Doordash,sandbox_1272065_dd,Blissful Bites Bistro,SavorSphere Soothe,2024-01-18,ERROR_CHARGE_INACCURATE,358639623,2024-01-25,-1.39,0.0
018eca14-e9bd-4f98-84b7-bc1ac7174329,Doordash,sandbox_25060216_dd,Spice Symphony,CulinaCraft,2024-01-28,DELIVERY,PENDING,,34.97,0.0
018eca14-e9bd-4f98-84b7-bc1ac7174329,Doordash,sandbox_25060216_dd,Spice Symphony,CulinaCraft,2024-01-28,ADJUSTMENT,PENDING,,34.97,0.0
018eca14-e9bd-4f98-84b7-bc1ac7174329,Doordash,sandbox_25060216_dd,Spice Symphony,CulinaCraft,2024-01-28,ERROR_CHARGE_INACCURATE,PENDING,,-34.97,0.0
01ac833e-3bee-4459-b692-bfbd09ae5211,Doordash,sandbox_24895246_dd,Delish Dunes Diner,CulinaCraft,2024-02-04,ERROR_CHARGE_CANCELLED,361677769,2024-02-08,-101.7,0.0
01ac833e-3bee-4459-b692-bfbd09ae5211,Doordash,sandbox_24895246_dd,Delish Dunes Diner,CulinaCraft,2024-02-04,CANCELLED_PAID,361677769,2024-02-08,101.7,0.0
01b0efab-e248-4cf8-a8d2-eb2c9a9f2fac,Doordash,sandbox_1207480_dd,Fireside Fiesta,NoshNectar,2024-01-16,ADJUSTMENT,358457154,2024-01-25,6.68,0.0
01b0efab-e248-4cf8-a8d2-eb2c9a9f2fac,Doordash,sandbox_1207480_dd,Fireside Fiesta,NoshNectar,2024-01-16,DELIVERY,PENDING,,11.38,0.0
01b0efab-e248-4cf8-a8d2-eb2c9a9f2fac,Doordash,sandbox_1207480_dd,Fireside Fiesta,NoshNectar,2024-01-16,ERROR_CHARGE_INACCURATE,PENDING,,-6.68,0.0
01bbf46a-2407-412d-8f58-7d27d13e2095,Doordash,sandbox_937750_dd,Culinary Cloud Cove,Culinary Canvas,2024-01-16,ADJUSTMENT,358618903,2024-01-25,14.62,0.0
01bbf46a-2407-412d-8f58-7d27d13e2095,Doordash,sandbox_937750_dd,Culinary Cloud Cove,Culinary Canvas,2024-01-16,DELIVERY,PENDING,,14.62,0.0
01bbf46a-2407-412d-8f58-7d27d13e2095,Doordash,sandbox_937750_dd,Culinary Cloud Cove,Culinary Canvas,2024-01-16,ERROR_CHARGE_INACCURATE,PENDING,,-14.62,0.0
01cd6925-d678-3001-8ef4-4f4810d8e5ff,Doordash,sandbox_23993379_dd,Ember & Echo,CulinaCraft,2024-02-02,ERROR_CHARGE_INACCURATE,361507518,2024-02-08,-3.59,0.0
01cd6925-d678-3001-8ef4-4f4810d8e5ff,Doordash,sandbox_23993379_dd,Ember & Echo,CulinaCraft,2024-02-02,DELIVERY,361507518,2024-02-08,49.14,0.0
01d09ebd-07b5-40a2-bd01-204c912e6660,Doordash,sandbox_906752_dd,Posh Pantry,NoshNectar,2024-01-28,ERROR_CHARGE_INACCURATE,360051930,2024-02-01,-4.58,0.0
01d09ebd-07b5-40a2-bd01-204c912e6660,Doordash,sandbox_906752_dd,Posh Pantry,NoshNectar,2024-01-28,ADJUSTMENT,361750145,2024-02-08,4.58,0.0
01d09ebd-07b5-40a2-bd01-204c912e6660,Doordash,sandbox_906752_dd,Posh Pantry,NoshNectar,2024-01-28,DELIVERY,360051930,2024-02-01,13.75,0.0
01d0a0c1-d228-3001-93d9-2c6b4466447c,Doordash,sandbox_23823250_dd,Delectable Drizzle Diner,EpicureEmpire,2024-02-06,CANCELLED_NOT_PAID,PENDING,,0.0,17.07
01e35fb0-b3e3-44e5-a93c-53803cafd501,Doordash,sandbox_25898401_dd,Delightful Digs Dining,CulinaCraft,2024-01-30,ERROR_CHARGE_INACCURATE,361511805,2024-02-08,-5.99,0.0
01e35fb0-b3e3-44e5-a93c-53803cafd501,Doordash,sandbox_25898401_dd,Delightful Digs Dining,CulinaCraft,2024-01-30,DELIVERY,361511805,2024-02-08,18.37,0.0
01fbb659-1447-49e9-ac03-6f5a672b26d0,Doordash,sandbox_25898404_dd,Tantalizing Tastes Tavern,CulinaCraft,2024-02-07,DELIVERY,PENDING,,13.84,0.0
01fbb659-1447-49e9-ac03-6f5a672b26d0,Doordash,sandbox_25898404_dd,Tantalizing Tastes Tavern,CulinaCraft,2024-02-07,ERROR_CHARGE_INACCURATE,PENDING,,-12.73,0.0
01fc47fc-a3b5-4412-8e8a-ea015235db65,Doordash,sandbox_24895246_dd,Delish Dunes Diner,CulinaCraft,2024-02-09,DELIVERY,PENDING,,21.92,0.0
01fc47fc-a3b5-4412-8e8a-ea015235db65,Doordash,sandbox_24895246_dd,Delish Dunes Diner,CulinaCraft,2024-02-09,ERROR_CHARGE_INACCURATE,PENDING,,-19.72,0.0
0222d9b9-bc66-4521-9961-9c9bed1812c1,Doordash,sandbox_24360294_dd,Epicurean Embrace,CulinaCraft,2024-01-20,ERROR_CHARGE_INACCURATE,358586471,2024-01-25,-5.07,0.0
0222d9b9-bc66-4521-9961-9c9bed1812c1,Doordash,sandbox_24360294_dd,Epicurean Embrace,CulinaCraft,2024-01-20,DELIVERY,358586471,2024-01-25,15.61,0.0
0222d9b9-bc66-4521-9961-9c9bed1812c1,Doordash,sandbox_24360294_dd,Epicurean Embrace,CulinaCraft,2024-01-20,ADJUSTMENT,360224785,2024-02-01,5.07,0.0
022f26cc-c954-4f51-bbae-1dd3507ad491,Doordash,sandbox_24766870_dd,Euphoria Eats,CulinaCraft,2024-01-21,DELIVERY,358775145,2024-01-25,19.42,0.0
022f26cc-c954-4f51-bbae-1dd3507ad491,Doordash,sandbox_24766870_dd,Euphoria Eats,CulinaCraft,2024-01-21,ERROR_CHARGE_INACCURATE,358775145,2024-01-25,-7.82,0.0
023b597d-6be7-40f5-8937-1d83a39b0ed9,Doordash,sandbox_937750_dd,Culinary Cloud Cove,Culinary Canvas,2024-02-02,ADJUSTMENT,PENDING,,2.29,0.0
023b597d-6be7-40f5-8937-1d83a39b0ed9,Doordash,sandbox_937750_dd,Culinary Cloud Cove,Culinary Canvas,2024-02-02,DELIVERY,361545901,2024-02-08,15.82,0.0
023b597d-6be7-40f5-8937-1d83a39b0ed9,Doordash,sandbox_937750_dd,Culinary Cloud Cove,Culinary Canvas,2024-02-02,ERROR_CHARGE_INACCURATE,361545901,2024-02-08,-2.29,0.0
024d625d-0cf7-433c-b9a0-13cbf7eaceb3,Doordash,sandbox_924399_dd,Zesty Zenith,EpicureanEcho Eatery,2024-02-02,DELIVERY,361357292,2024-02-06,38.55,0.0
024d625d-0cf7-433c-b9a0-13cbf7eaceb3,Doordash,sandbox_924399_dd,Zesty Zenith,EpicureanEcho Eatery,2024-02-02,ERROR_CHARGE_INACCURATE,361357292,2024-02-06,-13.51,0.0
02608da0-0bde-496a-a871-c77a23afda45,Doordash,sandbox_24741475_dd,Posh Pantry Pavilion,CulinaCraft,2024-01-22,DELIVERY,360120847,2024-02-01,15.2,0.0
02608da0-0bde-496a-a871-c77a23afda45,Doordash,sandbox_24741475_dd,Posh Pantry Pavilion,CulinaCraft,2024-01-22,ERROR_CHARGE_INACCURATE,360120847,2024-02-01,-3.59,0.0
02608da0-0bde-496a-a871-c77a23afda45,Doordash,sandbox_24741475_dd,Posh Pantry Pavilion,CulinaCraft,2024-01-22,ADJUSTMENT,360120847,2024-02-01,3.59,0.0
0262d25c-47a4-47bf-9788-10d295bba16e,Doordash,sandbox_24821833_dd,Piquant Pavilion,CulinaCraft,2024-01-30,ADJUSTMENT,361900030,2024-02-08,3.94,0.0
0262d25c-47a4-47bf-9788-10d295bba16e,Doordash,sandbox_24821833_dd,Piquant Pavilion,CulinaCraft,2024-01-30,ERROR_CHARGE_INACCURATE,361900030,2024-02-08,-3.94,0.0
0262d25c-47a4-47bf-9788-10d295bba16e,Doordash,sandbox_24821833_dd,Piquant Pavilion,CulinaCraft,2024-01-30,DELIVERY,361900030,2024-02-08,17.88,0.0
02927a5c-71c0-456e-a173-5f8f0be88e20,Doordash,sandbox_911276_dd,Delectable Dunes Dining,SavorSphere Soothe,2024-01-18,DELIVERY,358603176,2024-01-25,32.02,0.0
02927a5c-71c0-456e-a173-5f8f0be88e20,Doordash,sandbox_911276_dd,Delectable Dunes Dining,SavorSphere Soothe,2024-01-18,ERROR_CHARGE_INACCURATE,358603176,2024-01-25,-20.15,0.0
029700d5-f46c-4258-a51d-6ed3c69614c5,Doordash,sandbox_282639_dd,Culinary Cloud Cove,ZestQuest,2024-01-20,DELIVERY,358243267,2024-01-24,47.73,0.0
029700d5-f46c-4258-a51d-6ed3c69614c5,Doordash,sandbox_282639_dd,Culinary Cloud Cove,ZestQuest,2024-01-20,ERROR_CHARGE_INACCURATE,358243267,2024-01-24,-8.82,0.0
02e986ce-d523-3001-b30a-540373f0aee9,Doordash,sandbox_24937153_dd,Ember Elegance,CulinaCraft,2024-01-28,ERROR_CHARGE_INACCURATE,360162894,2024-02-01,-1.45,0.0
02e986ce-d523-3001-b30a-540373f0aee9,Doordash,sandbox_24937153_dd,Ember Elegance,CulinaCraft,2024-01-28,DELIVERY,360162894,2024-02-01,32.04,0.0
02f26123-a3e0-4e09-8253-d56b6ee11be6,Doordash,sandbox_1554374_dd,Savor Sphere,RelishRhapsody Rendezvous,2024-01-21,DELIVERY,358423958,2024-01-25,16.76,0.0
02f26123-a3e0-4e09-8253-d56b6ee11be6,Doordash,sandbox_1554374_dd,Savor Sphere,RelishRhapsody Rendezvous,2024-01-21,ERROR_CHARGE_INACCURATE,358423958,2024-01-25,-3.99,0.0
02f26123-a3e0-4e09-8253-d56b6ee11be6,Doordash,sandbox_1554374_dd,Savor Sphere,RelishRhapsody Rendezvous,2024-01-21,ADJUSTMENT,360087866,2024-02-01,3.99,0.0
0321b160-f3d8-4ee5-9153-aa51688e6801,Doordash,sandbox_2552088_dd,Piquant Panorama,CulinaCraft,2024-01-21,ERROR_CHARGE_INACCURATE,358713605,2024-01-25,-6.49,0.0
0321b160-f3d8-4ee5-9153-aa51688e6801,Doordash,sandbox_2552088_dd,Piquant Panorama,CulinaCraft,2024-01-21,DELIVERY,358713605,2024-01-25,15.78,0.0
0321b160-f3d8-4ee5-9153-aa51688e6801,Doordash,sandbox_2552088_dd,Piquant Panorama,CulinaCraft,2024-01-21,ADJUSTMENT,359976723,2024-02-01,6.49,0.0
032fc633-b09a-420d-80dc-36e007cf07e2,Doordash,sandbox_24202524_dd,Fireside Fandango,CulinaCraft,2024-01-25,DELIVERY,360116029,2024-02-01,29.7,0.0
032fc633-b09a-420d-80dc-36e007cf07e2,Doordash,sandbox_24202524_dd,Fireside Fandango,CulinaCraft,2024-01-25,ERROR_CHARGE_INACCURATE,360116029,2024-02-01,-5.19,0.0
032fc633-b09a-420d-80dc-36e007cf07e2,Doordash,sandbox_24202524_dd,Fireside Fandango,CulinaCraft,2024-01-25,ADJUSTMENT,361654278,2024-02-08,5.19,0.0
03379b53-230e-4bdb-816d-3661f2b3dead,Doordash,sandbox_23993379_dd,Ember & Echo,CulinaCraft,2024-02-01,DELIVERY,361507518,2024-02-08,37.66,0.0
03379b53-230e-4bdb-816d-3661f2b3dead,Doordash,sandbox_23993379_dd,Ember & Echo,CulinaCraft,2024-02-01,ERROR_CHARGE_INACCURATE,361507518,2024-02-08,-27.87,0.0
034c5a92-1ad7-4160-81c0-d409beb3e946,Doordash,sandbox_2485171_dd,Velvet Vines Venue,ZingZest Zestra,2024-02-03,ERROR_CHARGE_INACCURATE,361645144,2024-02-08,-5.79,0.0
034c5a92-1ad7-4160-81c0-d409beb3e946,Doordash,sandbox_2485171_dd,Velvet Vines Venue,ZingZest Zestra,2024-02-03,DELIVERY,361645144,2024-02-08,19.98,0.0
034d2d37-ed78-4835-a156-0ef4e8b66d58,Doordash,sandbox_1143592_dd,Urban Utopia Eats,EpicureanEcho Eatery,2024-02-01,DELIVERY,361116545,2024-02-05,13.73,0.0
034d2d37-ed78-4835-a156-0ef4e8b66d58,Doordash,sandbox_1143592_dd,Urban Utopia Eats,EpicureanEcho Eatery,2024-02-01,ERROR_CHARGE_INACCURATE,361116545,2024-02-05,-5.85,0.0
036374aa-17d1-4dee-88f4-810490fdc24f,Doordash,sandbox_23993379_dd,Ember & Echo,CulinaCraft,2024-01-27,DELIVERY,360145168,2024-02-01,15.83,0.0
036374aa-17d1-4dee-88f4-810490fdc24f,Doordash,sandbox_23993379_dd,Ember & Echo,CulinaCraft,2024-01-27,ADJUSTMENT,361507518,2024-02-08,5.99,0.0
036374aa-17d1-4dee-88f4-810490fdc24f,Doordash,sandbox_23993379_dd,Ember & Echo,CulinaCraft,2024-01-27,ERROR_CHARGE_INACCURATE,360145168,2024-02-01,-5.99,0.0
0367d6e7-d418-4b84-89f8-a3011170387c,Doordash,sandbox_906831_dd,Gourmet Grove,RelishRendezvous,2024-01-18,ERROR_CHARGE_INACCURATE,358501766,2024-01-25,-9.9,0.0
0367d6e7-d418-4b84-89f8-a3011170387c,Doordash,sandbox_906831_dd,Gourmet Grove,RelishRendezvous,2024-01-18,ADJUSTMENT,360198384,2024-02-01,9.9,0.0
0367d6e7-d418-4b84-89f8-a3011170387c,Doordash,sandbox_906831_dd,Gourmet Grove,RelishRendezvous,2024-01-18,DELIVERY,358501766,2024-01-25,29.49,0.0
0378e164-82af-4652-95f4-c0d61f165ad7,Doordash,sandbox_24579986_dd,Epicurean Essence,CulinaCraft,2024-01-17,ADJUSTMENT,358631786,2024-01-25,6.03,0.0
0378e164-82af-4652-95f4-c0d61f165ad7,Doordash,sandbox_24579986_dd,Epicurean Essence,CulinaCraft,2024-01-17,ERROR_CHARGE_INACCURATE,358631786,2024-01-25,-6.03,0.0
0378e164-82af-4652-95f4-c0d61f165ad7,Doordash,sandbox_24579986_dd,Epicurean Essence,CulinaCraft,2024-01-17,DELIVERY,358631786,2024-01-25,31.34,0.0
037f803d-3266-3001-983c-5bf80ae23dd1,Doordash,sandbox_25898401_dd,Delightful Digs Dining,CulinaCraft,2024-01-31,DELIVERY,361511805,2024-02-08,14.19,0.0
037f803d-3266-3001-983c-5bf80ae23dd1,Doordash,sandbox_25898401_dd,Delightful Digs Dining,CulinaCraft,2024-01-31,ERROR_CHARGE_INACCURATE,361511805,2024-02-08,-4.18,0.0
038c6b38-9370-4dae-8947-3c392154daa8,Doordash,sandbox_2412365_dd,Tasteful Tranquility,CulinaCraft,2024-01-20,ERROR_CHARGE_INACCURATE,358763872,2024-01-25,-4.92,0.0
038c6b38-9370-4dae-8947-3c392154daa8,Doordash,sandbox_2412365_dd,Tasteful Tranquility,CulinaCraft,2024-01-20,DELIVERY,358763872,2024-01-25,16.71,0.0
03a0a1be-1776-49cc-848b-46be8b323a55,Doordash,sandbox_1534899_dd,Tasty Tranquil Terrace,NoshNectar,2024-01-15,ADJUSTMENT,PENDING,,3.1,0.0
03a0a1be-1776-49cc-848b-46be8b323a55,Doordash,sandbox_1534899_dd,Tasty Tranquil Terrace,NoshNectar,2024-01-15,ERROR_CHARGE_INACCURATE,358452345,2024-01-25,-3.1,0.0
03a0a1be-1776-49cc-848b-46be8b323a55,Doordash,sandbox_1534899_dd,Tasty Tranquil Terrace,NoshNectar,2024-01-15,DELIVERY,358452345,2024-01-25,50.87,0.0
03a37dc2-488c-4058-9cb7-b441f28a019f,Doordash,sandbox_1037931_dd,Palette Pavilion,ZingZoom Zestra Zone,2024-02-05,ERROR_CHARGE_INACCURATE,PENDING,,-4.68,0.0
03a37dc2-488c-4058-9cb7-b441f28a019f,Doordash,sandbox_1037931_dd,Palette Pavilion,ZingZoom Zestra Zone,2024-02-05,DELIVERY,PENDING,,14.18,0.0
03c56aa4-1f76-3001-b08f-34b3cd6bb3d1,Doordash,sandbox_25898404_dd,Tantalizing Tastes Tavern,CulinaCraft,2024-01-17,ERROR_CHARGE_INACCURATE,358390991,2024-01-25,-12.73,0.0
03c56aa4-1f76-3001-b08f-34b3cd6bb3d1,Doordash,sandbox_25898404_dd,Tantalizing Tastes Tavern,CulinaCraft,2024-01-17,ADJUSTMENT,359934549,2024-02-01,12.73,0.0
03c56aa4-1f76-3001-b08f-34b3cd6bb3d1,Doordash,sandbox_25898404_dd,Tantalizing Tastes Tavern,CulinaCraft,2024-01-17,DELIVERY,358390991,2024-01-25,14.01,0.0
03ccec5e-8dfa-4f45-b9e1-c13eccf621d6,Doordash,sandbox_25607001_dd,Enchanted Eats Emporium,CulinaCraft,2024-02-02,CANCELLED_NOT_PAID,PENDING,,0.0,18.92
03cd844e-9694-400d-80ce-444c1f33f54b,Doordash,sandbox_23812616_dd,Posh Panorama Pavilion,SavorStreet Soothe Supper Sanctuary,2024-02-04,ADJUSTMENT,PENDING,,28.67,0.0
03cd844e-9694-400d-80ce-444c1f33f54b,Doordash,sandbox_23812616_dd,Posh Panorama Pavilion,SavorStreet Soothe Supper Sanctuary,2024-02-04,ERROR_CHARGE_INACCURATE,361827036,2024-02-08,-28.67,0.0
03cd844e-9694-400d-80ce-444c1f33f54b,Doordash,sandbox_23812616_dd,Posh Panorama Pavilion,SavorStreet Soothe Supper Sanctuary,2024-02-04,DELIVERY,361827036,2024-02-08,23.58,0.0
03d368fc-ce1e-3001-9458-91bc9f1ea932,Doordash,sandbox_2412365_dd,Tasteful Tranquility,CulinaCraft,2024-01-25,ADJUSTMENT,360067259,2024-02-01,4.79,0.0
03d368fc-ce1e-3001-9458-91bc9f1ea932,Doordash,sandbox_2412365_dd,Tasteful Tranquility,CulinaCraft,2024-01-25,DELIVERY,360067259,2024-02-01,13.29,0.0
03d368fc-ce1e-3001-9458-91bc9f1ea932,Doordash,sandbox_2412365_dd,Tasteful Tranquility,CulinaCraft,2024-01-25,ERROR_CHARGE_INACCURATE,360067259,2024-02-01,-4.79,0.0
03eb3463-dffa-431c-8f6d-28368f443d35,Doordash,sandbox_24460715_dd,Whisk & Whistle,CulinaCraft,2024-01-24,DELIVERY,360064295,2024-02-01,11.0,0.0
03eb3463-dffa-431c-8f6d-28368f443d35,Doordash,sandbox_24460715_dd,Whisk & Whistle,CulinaCraft,2024-01-24,ADJUSTMENT,360064295,2024-02-01,11.0,0.0
03eb3463-dffa-431c-8f6d-28368f443d35,Doordash,sandbox_24460715_dd,Whisk & Whistle,CulinaCraft,2024-01-24,ERROR_CHARGE_INACCURATE,360064295,2024-02-01,-11.0,0.0
04021a9c-8862-48ab-bcc6-27d70d142f57,Doordash,sandbox_23040962_dd,Flavorful Fandango,CulinaCraft,2024-01-14,DELIVERY,357138176,2024-01-18,29.48,0.0
04021a9c-8862-48ab-bcc6-27d70d142f57,Doordash,sandbox_23040962_dd,Flavorful Fandango,CulinaCraft,2024-01-14,ERROR_CHARGE_INACCURATE,357138176,2024-01-18,-19.99,0.0
042c95dd-5038-47e0-8c96-a225d6b43307,Doordash,sandbox_25898404_dd,Tantalizing Tastes Tavern,CulinaCraft,2024-01-21,DELIVERY,358390991,2024-01-25,21.48,0.0
042c95dd-5038-47e0-8c96-a225d6b43307,Doordash,sandbox_25898404_dd,Tantalizing Tastes Tavern,CulinaCraft,2024-01-21,ERROR_CHARGE_INACCURATE,358390991,2024-01-25,-4.38,0.0
042d26ed-3060-3001-bbd9-e349b9c86e29,Doordash,sandbox_24997626_dd,Culinary Carousel,CulinaCraft,2024-01-26,DELIVERY,359916331,2024-02-01,16.63,0.0
042d26ed-3060-3001-bbd9-e349b9c86e29,Doordash,sandbox_24997626_dd,Culinary Carousel,CulinaCraft,2024-01-26,ERROR_CHARGE_INACCURATE,359916331,2024-02-01,-3.86,0.0
04308a01-86c2-3001-a7a7-dacaa722a386,Doordash,sandbox_532997_dd,Flavors of Fortune,Bistro Bliss,2024-01-20,ADJUSTMENT,360219203,2024-02-01,3.1,0.0
04308a01-86c2-3001-a7a7-dacaa722a386,Doordash,sandbox_532997_dd,Flavors of Fortune,Bistro Bliss,2024-01-20,DELIVERY,358540876,2024-01-25,38.69,0.0
04308a01-86c2-3001-a7a7-dacaa722a386,Doordash,sandbox_532997_dd,Flavors of Fortune,Bistro Bliss,2024-01-20,ERROR_CHARGE_INACCURATE,358540876,2024-01-25,-3.1,0.0
